ClosedProbability,StrutThinning,StrutDiameter,LowerBoundStrutDiameter,UpperBoundStrutDiameter,FaceThickness,LowerBoundFaceThickness,UpperBoundFaceThickness,SorE,ObjectDiameter1,LBOD1,HBOD1,OB2,LBOD2,HBOD2,OB3,LBOD3,HBOD3,Porosity,SolidVolumeFraction,NumberOfGadObjects,Mass,Density,GrammageXDirection,GrammageYDirectionn,GrammageZDirection,SVFMeanValue,XDirImageSize,GrammageMinimalValueX,GrammageMaximalValueX,GrammageStandardDeviationX,GrammageMeanValueX,YDirImageSize,GrammageMinimalValueY,GrammageMaximalValueY,GrammageStandardDeviationY,GrammageMeanValueY,ZDirImageSize,GrammageMinimalValueZ,GrammageMaximalValueZ,GrammageStandardDeviationZ,GrammageMeanValueZ,MediumChordLengthX1,MediumChordLengthY1,MediumChordLengthZ1,MediumChordLength+X+Y1,MediumChordLength-X+Y1,MediumChordLength+X+Z1,MediumChordLength-X+Z1,MediumChordLength+Y+Z1,MediumChordLength-Y+Z1,MediumChordLength+X+Y+Z1,MediumChordLength-X+Y+Z1,MediumChordLength+X-Y+Z1,MediumChordLength+X+Y-Z1,MediumChordLengthX2,MediumChordLengthY2,MediumChordLengthZ2,MediumChordLength+X+Y2,MediumChordLength-X+Y2,MediumChordLength+X+Z2,MediumChordLength-X+Z2,MediumChordLength+Y+Z2,MediumChordLength-Y+Z2,MediumChordLength+X+Y+Z2,MediumChordLength-X+Y+Z2,MediumChordLength+X-Y+Z2,MediumChordLength+X+Y-Z2,NumberOfCountedComponents,NumberOfMaterialComponents,NumberOfPoreComponents,PoreMaterialIDs,MinimalComponentVolume,MaximalComponentVolume,MeanComponentVolume,MeanNumberOf2DComponentsXDirection,MeanNumberOf2DComponentsYDirection,MeanNumberOf2DComponentsZDirection,NumberOfVoxelSurfaces,SurfaceArea,SpecificSurfaceArea,SurfaceArea,SpecificSurfaceArea,Number of voxel edges in x-direction,Number of voxel edges in y-direction,Number of voxel edges in z-direction,Total length of three phase contact edges,Volume1,VolumeFraction1,SurfaceArea1,SpecificSurfaceArea1,IntegralMean1,SpecificIntegralMean1,IntegralTotal1,SpecificIntegralTotal1,EulerCharacteristic61,EulerCharacteristic261,Volume2,VolumeFraction2,SurfaceArea2,SpecificSurfaceArea2,IntegralMean2,SpecificIntegralMean2,IntegralTotal2,SpecificIntegralTotal2,EulerCharacteristic62,EulerCharacteristic262,Diameter1,Diameter2,Diameter3,Length1,Length2,Length3,Maximum Particle Diameter-um1,Maximum Particle Diameter-voxel1,Path Length-um1,Path Length-voxel1,Maximum Particle Diameter-um2,Maximum Particle Diameter-voxel2,Path Length-um2,Path Length-voxel2,Maximum Particle Diameter-um3,Maximum Particle Diameter-voxel3,Path Length-um3,Path Length-voxel3,OutflowMinTortuosity,OutflowMaxTortuosity,OutflowMeanTortuosity,OutflowMinPathLength,OutflowMaxPathLength,OutflowMeanPathLength,c11,c22,c33
0.8,0.8,0,0.000002,0,0,0.000002,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.911533712,0.088466288,6064,3.7323E-09,238.8669396,0.059716735,0.059716735,0.059716735,0.088466288,500,10.32,254.13,28.51522856,57.06075576,500,0,263.16,28.54971916,57.06075576,500,6.45,290.25,29.1020266,57.06075576,1.24469E-06,1.23374E-06,1.24147E-06,1.31774E-06,1.32561E-06,1.32831E-06,1.31863E-06,1.32886E-06,1.32479E-06,1.39674E-06,1.40623E-06,1.39577E-06,1.40351E-06,3.80022E-06,3.80458E-06,3.8438E-06,3.79004E-06,3.81079E-06,3.81053E-06,3.79622E-06,3.8554E-06,3.84345E-06,3.79368E-06,3.86413E-06,3.77693E-06,3.84893E-06,32,32,7,0,1.20E-19,1.38E-12,4.32E-14,1.726,1.538,1.994,8089682,2.02242E-06,129434.912,1.35665E-06,86825.84811,41829,41655,42203,0.0628435,2.93E-14,0.001876056,8.80487E-08,5635.117244,0.099781594,6.39E+09,134536.0874,8.61E+15,10706,2800,1.35E-12,0.086590232,1.41734E-06,90709.8188,-0.059972445,-3.84E+09,-104237.5206,-6.67E+15,-8295,2394,2.23607E-06,2.23607E-06,2.23607E-06,0.000305923,0.000318704,0.000323116,2.23607,4.47214,305.923,611.846,2.23607,4.47214,318.704,637.408,2.23607,4.47214,323.116,646.231,1.050243139,1.213183761,1.135204434,0.000262561,0.000303296,0.000283801,1.466391203,1.473299174,1.451197521
0.8,0.8,0,0.00001,0,0,0.00001,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.60720288,0.39279712,6064,1.65717E-08,1060.587576,0.265146894,0.265146894,0.265146894,0.39279712,500,55.47,581.79,79.679883,253.3541424,500,0,563.73,79.71757612,253.3541424,500,55.47,624.36,77.90461272,253.3541424,6.00043E-06,5.97633E-06,5.98975E-06,5.9788E-06,6.03715E-06,6.02222E-06,6.00147E-06,6.01733E-06,5.99813E-06,6.011E-06,6.04753E-06,6.03636E-06,6.00152E-06,1.50602E-05,1.50659E-05,1.51861E-05,1.49322E-05,1.50902E-05,1.50683E-05,1.49765E-05,1.51735E-05,1.51494E-05,1.49312E-05,1.51805E-05,1.49429E-05,1.50828E-05,1,1,12,0,6.14E-12,6.14E-12,6.14E-12,1.486,1.312,1.688,6734482,1.68362E-06,107751.712,1.12834E-06,72213.4506,34337,33967,34351,0.0513275,6.33E-13,0.040505296,4.21206E-07,26957.15881,0.082923502,5.31E+09,-10823.83389,-6.93E+14,-861,-857,5.50E-12,0.352291824,1.4619E-06,93561.41634,-0.05868148,-3.76E+09,-9714.851682,-6.22E+14,-773,-854,1.1225E-05,1.11803E-05,1.11803E-05,0.000378129,0.000389278,0.000455287,11.225,22.4499,378.129,756.258,11.1803,22.3607,389.278,778.556,11.1803,22.3607,455.287,910.574,1.00662744,1.151550651,1.072442055,0.000251657,0.000287888,0.000268111,7.968092941,8.035017061,7.955454893
0.8,1,0,0.000006,0,0,0.000006,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.750185128,0.249814872,6064,1.05394E-08,674.5226377,0.168630659,0.168630659,0.168630659,0.249814872,500,30.96,454.08,62.02887086,161.1305924,500,0,451.5,61.73592962,161.1305924,500,32.25,526.32,61.36060191,161.1305924,3.58595E-06,3.56754E-06,3.58107E-06,3.60265E-06,3.64633E-06,3.63069E-06,3.62238E-06,3.63252E-06,3.62148E-06,3.65826E-06,3.68976E-06,3.67703E-06,3.66258E-06,1.0761E-05,1.07678E-05,1.08694E-05,1.06791E-05,1.07699E-05,1.07597E-05,1.07051E-05,1.08627E-05,1.08377E-05,1.06707E-05,1.08643E-05,1.06514E-05,1.08068E-05,13,13,10,0,1.20E-19,3.90E-12,3.00E-13,1.476,1.38,1.756,7442794,1.8607E-06,119084.704,1.24734E-06,79829.86948,27890,27575,27939,0.041702,1.64E-13,0.010519,1.80997E-07,11583.8216,0.074385222,4.76E+09,39274.09696,2.51E+15,3125,1574,3.74E-12,0.239295872,1.38903E-06,88897.80601,-0.059364183,-3.80E+09,-2752.558763,-1.76E+14,-219,666,6.55744E-06,6.55744E-06,6.48074E-06,0.000434838,0.000471078,0.000408109,6.55744,13.1149,434.838,869.675,6.55744,13.1149,471.078,942.156,6.48074,12.9615,408.109,816.217,1.026431918,1.178669691,1.098031759,0.000256608,0.000294667,0.000274508,4.69275312,4.7272251,4.662962396
0.8,1,0,0.000002,0,0,0.000002,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.911599736,0.088400264,6064,3.72951E-09,238.6886688,0.059672167,0.059672167,0.059672167,0.088400264,500,10.32,254.13,28.50341566,57.01817028,500,0,263.16,28.53858271,57.01817028,500,6.45,290.25,29.08776875,57.01817028,1.30091E-06,1.29209E-06,1.29861E-06,1.36791E-06,1.37814E-06,1.37866E-06,1.37129E-06,1.3797E-06,1.37452E-06,1.43989E-06,1.45107E-06,1.44023E-06,1.44869E-06,3.88141E-06,3.88669E-06,3.92619E-06,3.86447E-06,3.88529E-06,3.88453E-06,3.87083E-06,3.93111E-06,3.91855E-06,3.86166E-06,3.93382E-06,3.8437E-06,3.91854E-06,22,22,7,0,1.20E-19,1.38E-12,6.28E-14,1.552,1.424,1.796,8094982,2.02375E-06,129519.712,1.35723E-06,86862.96827,27960,28001,28341,0.042151,2.06E-14,0.00132016,5.96989E-08,3820.727206,0.063102103,4.04E+09,75992.5083,4.86E+15,6047,2861,1.36E-12,0.087080104,1.39828E-06,89489.77247,-0.045143118,-2.89E+09,-71375.41429,-4.57E+15,-5680,1030,2.23607E-06,2.23607E-06,2.23607E-06,0.000305923,0.00031907,0.000323116,2.23607,4.47214,305.923,611.846,2.23607,4.47214,319.07,638.14,2.23607,4.47214,323.116,646.231,1.050243139,1.213183761,1.135339975,0.000262561,0.000303296,0.000283835,1.464211079,1.471087783,1.448709087
0.8,1,0,0.00001,0,0,0.00001,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.608205664,0.391794336,6064,1.65294E-08,1057.879969,0.264469992,0.264469992,0.264469992,0.391794336,500,55.47,581.79,79.63711307,252.7073467,500,0,561.15,79.66478707,252.7073467,500,55.47,624.36,77.83754945,252.7073467,6.29555E-06,6.28566E-06,6.28415E-06,6.31903E-06,6.36742E-06,6.3497E-06,6.34015E-06,6.34561E-06,6.3218E-06,6.37367E-06,6.39757E-06,6.39804E-06,6.34081E-06,1.62123E-05,1.62173E-05,1.63409E-05,1.60827E-05,1.62467E-05,1.6224E-05,1.61298E-05,1.63383E-05,1.63109E-05,1.60863E-05,1.63555E-05,1.60895E-05,1.62486E-05,9,9,12,0,1.20E-19,6.12E-12,6.80E-13,1.446,1.318,1.632,6772392,1.69309E-06,108358.272,1.13478E-06,72625.68092,30423,30123,30375,0.0454605,4.99E-13,0.03192752,3.14592E-07,20133.86211,0.075564848,4.84E+09,31469.85721,2.01E+15,2504,1317,5.62E-12,0.359866816,1.38676E-06,88752.81291,-0.058952124,-3.77E+09,4170.987846,2.67E+14,332,571,1.1225E-05,1.11803E-05,1.11803E-05,0.000378129,0.000450563,0.000472335,11.225,22.4499,378.129,756.258,11.1803,22.3607,450.563,901.127,11.1803,22.3607,472.335,944.67,1.00662744,1.152403951,1.072852254,0.000251657,0.000288101,0.000268213,7.920361974,7.989463065,7.905977004
1,0.4,0,0.000006,0,0,0.000006,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.699732032,0.300267968,7120,1.2668E-08,810.7505377,0.202687634,0.202687634,0.202687634,0.300267968,500,63.21,546.96,64.37272956,193.6728394,500,64.5,479.88,63.33292005,193.6728394,500,61.92,532.77,64.27762304,193.6728394,4.69601E-06,4.67148E-06,4.69194E-06,4.66437E-06,4.7044E-06,4.70032E-06,4.67427E-06,4.70799E-06,4.69086E-06,4.68136E-06,4.71449E-06,4.68639E-06,4.69912E-06,9.3983E-06,9.30897E-06,9.38458E-06,9.26539E-06,9.387E-06,9.39883E-06,9.30512E-06,9.39194E-06,9.39521E-06,9.2762E-06,9.3908E-06,9.28308E-06,9.3765E-06,1,1,150,0,4.69E-12,4.69E-12,4.69E-12,1,1,1,8222016,2.0555E-06,131552.256,1.37372E-06,87917.79922,281,286,287,0.000427,4.95E-13,0.03167532,4.21995E-07,27007.70967,0.08471072,5.42E+09,-10872.00498,-6.96E+14,-865,-866,4.20E-12,0.268592648,1.79554E-06,114914.5111,-0.137020037,-8.77E+09,-26511.3768,-1.70E+15,-2110,-730,6.7082E-06,6.7082E-06,6.7082E-06,0.000316635,0.00033566,0.000342187,6.7082,13.4164,316.635,633.269,6.7082,13.4164,335.66,671.32,6.7082,13.4164,342.187,684.375,1.017704606,1.161499023,1.078684807,0.000254426,0.000290375,0.000269671,6.351546387,6.331055143,6.353191066
1,0.4,0,0.000002,0,0,0.000002,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.891796672,0.108203328,7120,4.56498E-09,292.1587239,0.073039681,0.073039681,0.073039681,0.108203328,500,20.64,299.28,30.73679663,69.79114656,500,20.64,269.61,30.26197823,69.79114656,500,20.64,294.12,31.17944123,69.79114656,1.55776E-06,1.54663E-06,1.55642E-06,1.5709E-06,1.57988E-06,1.58269E-06,1.5716E-06,1.58235E-06,1.57907E-06,1.59998E-06,1.60825E-06,1.60021E-06,1.60772E-06,3.69376E-06,3.65687E-06,3.68779E-06,3.66036E-06,3.70488E-06,3.71462E-06,3.67309E-06,3.70986E-06,3.71274E-06,3.68371E-06,3.72788E-06,3.68314E-06,3.72592E-06,1,1,150,0,1.69E-12,1.69E-12,1.69E-12,1,1,1,9697008,2.42425E-06,155152.128,1.62054E-06,103714.4117,32986,32355,32433,0.048887,6.16E-14,0.003940432,1.55677E-07,9963.320924,0.106334343,6.81E+09,-11316.01674,-7.24E+14,-901,-908,1.63E-12,0.104262896,1.76321E-06,112845.4003,-0.098735097,-6.32E+09,-571519.0591,-3.66E+16,-45480,-7720,2.23607E-06,2.23607E-06,2.23607E-06,0.000294515,0.000294596,0.000296218,2.23607,4.47214,294.515,589.029,2.23607,4.47214,294.596,589.191,2.23607,4.47214,296.218,592.437,1.050243139,1.197283626,1.11664474,0.000262561,0.000299321,0.000279161,2.005203241,1.994615098,2.005809831
1,0.4,0,0.00001,0,0,0.00001,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.537997152,0.462002848,7120,1.94914E-08,1247.44927,0.311862318,0.311862318,0.311862318,0.462002848,500,107.07,624.36,79.64096475,297.991837,500,110.94,593.4,79.1114839,297.991837,500,105.78,633.39,79.47305794,297.991837,8.04126E-06,7.9955E-06,8.02871E-06,7.97034E-06,8.05387E-06,8.04188E-06,7.99509E-06,8.05143E-06,8.0162E-06,7.99757E-06,8.06365E-06,8.01548E-06,8.02079E-06,1.35363E-05,1.34123E-05,1.35148E-05,1.33387E-05,1.35355E-05,1.35326E-05,1.34083E-05,1.35251E-05,1.35288E-05,1.3358E-05,1.35357E-05,1.33898E-05,1.34985E-05,1,1,150,0,7.22E-12,7.22E-12,7.22E-12,1,1,1,6866374,1.71659E-06,109861.984,1.147E-06,73408.1623,11,10,8,0.0000145,1.25E-12,0.08019804,6.24792E-07,39986.71999,0.06644449,4.25E+09,-10391.3413,-6.65E+14,-827,-834,5.97E-12,0.381804808,1.77179E-06,113394.4076,-0.114985444,-7.36E+09,-9440.485924,-6.04E+14,-751,-672,1.13578E-05,1.13578E-05,1.13578E-05,0.000356771,0.000363368,0.000377494,11.3578,22.7156,356.771,713.541,11.3578,22.7156,363.368,726.737,11.3578,22.7156,377.494,754.988,1.00165689,1.134654284,1.055207849,0.000250414,0.000283664,0.000263802,10.50960965,10.48303309,10.51275842
1,0.6,0,0.000006,0,0,0.000006,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.699732032,0.300267968,7120,1.2668E-08,810.7505377,0.202687634,0.202687634,0.202687634,0.300267968,500,63.21,546.96,64.37272956,193.6728394,500,64.5,479.88,63.33292005,193.6728394,500,61.92,532.77,64.27762304,193.6728394,3.96519E-06,3.94294E-06,3.96054E-06,3.93974E-06,3.97852E-06,3.973E-06,3.95197E-06,3.97735E-06,3.96432E-06,3.95987E-06,3.9919E-06,3.96731E-06,3.97482E-06,1.01899E-05,1.00902E-05,1.01741E-05,1.00428E-05,1.01791E-05,1.01919E-05,1.00888E-05,1.01823E-05,1.01884E-05,1.00557E-05,1.01841E-05,1.00644E-05,1.01675E-05,1,1,150,0,4.69E-12,4.69E-12,4.69E-12,1,1,1,8222016,2.0555E-06,131552.256,1.37372E-06,87917.79922,168,163,156,0.0002435,3.40E-13,0.021789568,3.43398E-07,21977.44372,0.08896716,5.69E+09,-10984.57871,-7.03E+14,-874,-886,4.35E-12,0.2784784,1.71702E-06,109889.3075,-0.141699166,-9.07E+09,-18270.45568,-1.17E+15,-1454,-734,6.7082E-06,6.7082E-06,6.7082E-06,0.000316635,0.00033566,0.000342187,6.7082,13.4164,316.635,633.269,6.7082,13.4164,335.66,671.32,6.7082,13.4164,342.187,684.375,1.017704606,1.161499023,1.078684807,0.000254426,0.000290375,0.000269671,6.351546387,6.331055143,6.353191066
1,0.6,0,0.000002,0,0,0.000002,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.891796672,0.108203328,7120,4.56498E-09,292.1587239,0.073039681,0.073039681,0.073039681,0.108203328,500,20.64,299.28,30.73679663,69.79114656,500,20.64,269.61,30.26197823,69.79114656,500,20.64,294.12,31.17944123,69.79114656,1.35256E-06,1.3464E-06,1.35202E-06,1.37914E-06,1.38986E-06,1.38889E-06,1.3811E-06,1.39282E-06,1.38725E-06,1.42893E-06,1.43796E-06,1.42753E-06,1.43626E-06,3.79915E-06,3.76179E-06,3.79307E-06,3.75897E-06,3.80463E-06,3.8143E-06,3.77223E-06,3.81038E-06,3.81259E-06,3.77853E-06,3.82358E-06,3.77619E-06,3.82141E-06,1,1,150,0,1.69E-12,1.69E-12,1.69E-12,1,1,1,9697008,2.42425E-06,155152.128,1.62054E-06,103714.4117,17401,17095,17071,0.0257835,4.30E-14,0.002750008,1.23219E-07,7886.009237,0.108305702,6.93E+09,-10798.17755,-6.91E+14,-859,-907,1.65E-12,0.10545332,1.73681E-06,111155.7452,-0.131310777,-8.40E+09,-322214.3089,-2.06E+16,-25641,-4586,2.23607E-06,2.23607E-06,2.23607E-06,0.000294515,0.000294596,0.000296218,2.23607,4.47214,294.515,589.029,2.23607,4.47214,294.596,589.191,2.23607,4.47214,296.218,592.437,1.050243139,1.197283626,1.11664474,0.000262561,0.000299321,0.000279161,2.005203241,1.994615098,2.005809831
1,0.6,0,0.00001,0,0,0.00001,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.537997152,0.462002848,7120,1.94914E-08,1247.44927,0.311862318,0.311862318,0.311862318,0.462002848,500,107.07,624.36,79.64096475,297.991837,500,110.94,593.4,79.1114839,297.991837,500,105.78,633.39,79.47305794,297.991837,6.75048E-06,6.71547E-06,6.7368E-06,6.70269E-06,6.7735E-06,6.75941E-06,6.72509E-06,6.7609E-06,6.73667E-06,6.72877E-06,6.78076E-06,6.75431E-06,6.7397E-06,1.5251E-05,1.51105E-05,1.52246E-05,1.50313E-05,1.52574E-05,1.52525E-05,1.51128E-05,1.52378E-05,1.52501E-05,1.50535E-05,1.52558E-05,1.50967E-05,1.52127E-05,1,1,150,0,7.22E-12,7.22E-12,7.22E-12,1,1,1,6866374,1.71659E-06,109861.984,1.147E-06,73408.1623,11,10,8,0.0000145,8.82E-13,0.05643508,5.23013E-07,33472.82483,0.074319651,4.76E+09,-10557.84571,-6.76E+14,-840,-845,6.34E-12,0.405567768,1.67001E-06,106880.5124,-0.122860605,-7.86E+09,-9575.050809,-6.13E+14,-762,-685,1.13578E-05,1.13578E-05,1.13578E-05,0.000356771,0.000363368,0.000377494,11.3578,22.7156,356.771,713.541,11.3578,22.7156,363.368,726.737,11.3578,22.7156,377.494,754.988,1.00165689,1.134654284,1.055207849,0.000250414,0.000283664,0.000263802,10.50960965,10.48303309,10.51275842
1,0.8,0,0.000006,0,0,0.000006,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.699732032,0.300267968,7120,1.2668E-08,810.7505377,0.202687634,0.202687634,0.202687634,0.300267968,500,63.21,546.96,64.37272956,193.6728394,500,64.5,479.88,63.33292005,193.6728394,500,61.92,532.77,64.27762304,193.6728394,3.48083E-06,3.46161E-06,3.47545E-06,3.46882E-06,3.50446E-06,3.49716E-06,3.48438E-06,3.49994E-06,3.49057E-06,3.50006E-06,3.52953E-06,3.50955E-06,3.51133E-06,1.09527E-05,1.08436E-05,1.09349E-05,1.07956E-05,1.09448E-05,1.09588E-05,1.08482E-05,1.09468E-05,1.09566E-05,1.0814E-05,1.09551E-05,1.08243E-05,1.09371E-05,1,1,150,0,4.69E-12,4.69E-12,4.69E-12,1,1,1,8222016,2.0555E-06,131552.256,1.37372E-06,87917.79922,150,155,147,0.000226,2.30E-13,0.014741976,2.6364E-07,16872.99012,0.09376543,6.00E+09,-11098.72325,-7.10E+14,-883,-888,4.46E-12,0.285525992,1.63727E-06,104785.5824,-0.146556736,-9.38E+09,-16790.76554,-1.07E+15,-1336,-743,6.7082E-06,6.7082E-06,6.7082E-06,0.000316635,0.00033566,0.000342187,6.7082,13.4164,316.635,633.269,6.7082,13.4164,335.66,671.32,6.7082,13.4164,342.187,684.375,1.017704606,1.161499023,1.078684807,0.000254426,0.000290375,0.000269671,6.351546387,6.331055143,6.353191066
1,0.8,0,0.000002,0,0,0.000002,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.891796672,0.108203328,7120,4.56498E-09,292.1587239,0.073039681,0.073039681,0.073039681,0.108203328,500,20.64,299.28,30.73679663,69.79114656,500,20.64,269.61,30.26197823,69.79114656,500,20.64,294.12,31.17944123,69.79114656,1.24469E-06,1.23374E-06,1.24147E-06,1.31774E-06,1.32561E-06,1.32831E-06,1.31863E-06,1.32886E-06,1.32479E-06,1.39674E-06,1.40623E-06,1.39577E-06,1.40351E-06,3.90295E-06,3.86337E-06,3.89606E-06,3.86423E-06,3.91078E-06,3.92145E-06,3.87755E-06,3.9168E-06,3.91935E-06,3.88214E-06,3.92853E-06,3.8793E-06,3.92618E-06,1,1,150,0,1.69E-12,1.69E-12,1.69E-12,1,1,1,9697008,2.42425E-06,155152.128,1.62054E-06,103714.4117,11238,11049,11156,0.0167215,2.93E-14,0.001876056,8.80487E-08,5635.117244,0.099781594,6.39E+09,134536.0874,8.61E+15,10706,2800,1.66E-12,0.106327272,1.70415E-06,109065.6007,-0.135230429,-8.65E+09,-159355.7166,-1.02E+16,-12681,8318,2.23607E-06,2.23607E-06,2.23607E-06,0.000294515,0.000294596,0.000296218,2.23607,4.47214,294.515,589.029,2.23607,4.47214,294.596,589.191,2.23607,4.47214,296.218,592.437,1.050243139,1.197283626,1.11664474,0.000262561,0.000299321,0.000279161,2.005203241,1.994615098,2.005809831
1,0.8,0,0.00001,0,0,0.00001,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.537997152,0.462002848,7120,1.94914E-08,1247.44927,0.311862318,0.311862318,0.311862318,0.462002848,500,107.07,624.36,79.64096475,297.991837,500,110.94,593.4,79.1114839,297.991837,500,105.78,633.39,79.47305794,297.991837,6.00043E-06,5.97633E-06,5.98975E-06,5.9788E-06,6.03715E-06,6.02222E-06,6.00147E-06,6.01733E-06,5.99813E-06,6.011E-06,6.04753E-06,6.03636E-06,6.00152E-06,1.68713E-05,1.67169E-05,1.68435E-05,1.66359E-05,1.68873E-05,1.68822E-05,1.67304E-05,1.68599E-05,1.68801E-05,1.66645E-05,1.68873E-05,1.67132E-05,1.6836E-05,1,1,150,0,7.22E-12,7.22E-12,7.22E-12,1,1,1,6866374,1.71659E-06,109861.984,1.147E-06,73408.1623,11,10,8,0.0000145,6.33E-13,0.040505296,4.21206E-07,26957.15881,0.082923502,5.31E+09,-10823.83389,-6.93E+14,-861,-857,6.59E-12,0.421497552,1.5682E-06,100364.8464,-0.131464456,-8.41E+09,-9731.083244,-6.23E+14,-774,-707,1.13578E-05,1.13578E-05,1.13578E-05,0.000356771,0.000363368,0.000377494,11.3578,22.7156,356.771,713.541,11.3578,22.7156,363.368,726.737,11.3578,22.7156,377.494,754.988,1.00165689,1.134654284,1.055207849,0.000250414,0.000283664,0.000263802,10.50960965,10.48303309,10.51275842
1,1,0,0.000006,0,0,0.000006,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.699732032,0.300267968,7120,1.2668E-08,810.7505377,0.202687634,0.202687634,0.202687634,0.300267968,500,63.21,546.96,64.37272956,193.6728394,500,64.5,479.88,63.33292005,193.6728394,500,61.92,532.77,64.27762304,193.6728394,3.58595E-06,3.56754E-06,3.58107E-06,3.60265E-06,3.64633E-06,3.63069E-06,3.62238E-06,3.63252E-06,3.62148E-06,3.65826E-06,3.68976E-06,3.67703E-06,3.66258E-06,1.16989E-05,1.15802E-05,1.16801E-05,1.15354E-05,1.16995E-05,1.17135E-05,1.15932E-05,1.16991E-05,1.17113E-05,1.15591E-05,1.17129E-05,1.15721E-05,1.16929E-05,1,1,150,0,4.69E-12,4.69E-12,4.69E-12,1,1,1,8222016,2.0555E-06,131552.256,1.37372E-06,87917.79922,149,155,146,0.000225,1.64E-13,0.010519,1.80997E-07,11583.8216,0.074385222,4.76E+09,39274.09696,2.51E+15,3125,1574,4.53E-12,0.289748968,1.55463E-06,99496.49527,-0.127182995,-8.14E+09,14350.27164,9.18E+14,1142,3265,6.7082E-06,6.7082E-06,6.7082E-06,0.000316635,0.00033566,0.000342187,6.7082,13.4164,316.635,633.269,6.7082,13.4164,335.66,671.32,6.7082,13.4164,342.187,684.375,1.017704606,1.161499023,1.078684807,0.000254426,0.000290375,0.000269671,6.351546387,6.331055143,6.353191066
1,1,0,0.000002,0,0,0.000002,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.891796672,0.108203328,7120,4.56498E-09,292.1587239,0.073039681,0.073039681,0.073039681,0.108203328,500,20.64,299.28,30.73679663,69.79114656,500,20.64,269.61,30.26197823,69.79114656,500,20.64,294.12,31.17944123,69.79114656,1.30091E-06,1.29209E-06,1.29861E-06,1.36791E-06,1.37814E-06,1.37866E-06,1.37129E-06,1.3797E-06,1.37452E-06,1.43989E-06,1.45107E-06,1.44023E-06,1.44869E-06,3.99466E-06,3.95438E-06,3.98777E-06,3.94786E-06,3.99574E-06,4.00646E-06,3.96172E-06,4.00165E-06,4.00444E-06,3.95974E-06,4.00707E-06,3.95664E-06,4.00508E-06,1,1,150,0,1.69E-12,1.69E-12,1.69E-12,1,1,1,9697008,2.42425E-06,155152.128,1.62054E-06,103714.4117,8057,7889,8089,0.0120175,2.06E-14,0.00132016,5.96989E-08,3820.727206,0.063102103,4.04E+09,75992.5083,4.86E+15,6047,2861,1.67E-12,0.106883168,1.67707E-06,107332.3567,-0.104807645,-6.71E+09,-105669.5633,-6.76E+15,-8409,4359,2.23607E-06,2.23607E-06,2.23607E-06,0.000294515,0.000294596,0.000296218,2.23607,4.47214,294.515,589.029,2.23607,4.47214,294.596,589.191,2.23607,4.47214,296.218,592.437,1.050243139,1.197283626,1.11664474,0.000262561,0.000299321,0.000279161,2.005203241,1.994615098,2.005809831
1,1,0,0.00001,0,0,0.00001,0,0,1,0.00003,0.00006,0,0,0,0,0,0,0.537997152,0.462002848,7120,1.94914E-08,1247.44927,0.311862318,0.311862318,0.311862318,0.462002848,500,107.07,624.36,79.64096475,297.991837,500,110.94,593.4,79.1114839,297.991837,500,105.78,633.39,79.47305794,297.991837,6.29555E-06,6.28566E-06,6.28415E-06,6.31903E-06,6.36742E-06,6.3497E-06,6.34015E-06,6.34561E-06,6.3218E-06,6.37367E-06,6.39757E-06,6.39804E-06,6.34081E-06,1.84548E-05,1.82888E-05,1.84245E-05,1.82124E-05,1.84865E-05,1.84825E-05,1.83166E-05,1.84582E-05,1.84839E-05,1.82515E-05,1.84961E-05,1.83016E-05,1.84411E-05,1,1,150,0,7.22E-12,7.22E-12,7.22E-12,1,1,1,6866374,1.71659E-06,109861.984,1.147E-06,73408.1623,11,10,8,0.0000145,4.99E-13,0.03192752,3.14592E-07,20133.86211,0.075564848,4.84E+09,31469.85721,2.01E+15,2504,1317,6.72E-12,0.430075328,1.46159E-06,93541.54968,-0.124105802,-7.94E+09,17588.73007,1.13E+15,1400,2659,1.13578E-05,1.13578E-05,1.13578E-05,0.000356771,0.000363368,0.000377494,11.3578,22.7156,356.771,713.541,11.3578,22.7156,363.368,726.737,11.3578,22.7156,377.494,754.988,1.00165689,1.134654284,1.055207849,0.000250414,0.000283664,0.000263802,10.50960965,10.48303309,10.51275842
